collage_id;brandName;brandId;description;charming_no;cheerful_no;confident_no;contemporary_no;cool_no;corporate_no;daring_no;different_no;distinctive_no;downToEarth_no;dynamic_no;exciting_no;familyOriented_no;feminine_no;friendly_no;glamorous_no;goodLooking_no;hardWorking_no;highQuality_no;honest_no;imaginative_no;independent_no;innovative_no;intelligent_no;leader_no;masculine_no;original_no;outdoorsy_no;real_no;reliable_no;rugged_no;secure_no;sentimental_no;sincere_no;smallTown_no;smooth_no;spirited_no;successful_no;technical_no;tough_no;trendy_no;unique_no;upToDate_no;upperClass_no;western_no;wholesome_no;young_no
2655;Subway;607;Healthy and clean living.;4;4;5;4;4;5;4;4;4;5;4;4;5;4;5;4;3;4;4;4;4;4;4;5;4;3;4;5;5;4;2;4;5;4;4;5;4;4;4;3;3;3;5;3;2;4;3
2848;Subway;607;I chose cheap, bland corporate looking pictures to represent Subway;1;5;3;3;1;5;1;3;1;5;2;1;1;1;3;1;1;3;2;1;1;5;1;4;3;1;3;3;5;3;1;4;2;3;1;5;1;5;3;1;5;1;4;1;5;1;1
2897;Subway;607;Friends, Fun, Food;1;4;4;2;2;5;3;2;2;3;3;2;2;1;3;1;2;3;4;3;4;2;2;2;2;4;3;2;2;4;2;2;2;3;1;3;2;4;2;3;2;2;3;2;3;3;2
2900;Subway;607;I picked images that evoked a sense of fun.;3;4;4;3;5;2;4;3;4;3;3;4;5;3;5;2;3;3;4;4;4;5;3;3;3;3;3;3;3;3;3;3;4;4;4;4;5;5;3;3;3;4;3;2;3;3;3
3002;Subway;607;Whatever may be the celebrations, cheer and enjoy it with Subway fast foods.;5;5;5;1;5;2;1;4;5;1;5;5;4;1;5;3;5;4;5;5;5;5;5;5;5;5;5;3;5;5;1;5;5;5;1;5;5;5;1;1;5;5;2;2;2;2;5
3030;Subway;607;Subway is youthful and fun, for people so busy going on adventures and living their lives that all they have time to do is to stop and grab a sandwich on the run.;2;5;5;4;5;2;5;3;4;5;4;4;3;3;5;3;5;5;4;5;3;4;4;3;5;4;4;5;5;5;4;5;3;5;1;3;4;5;3;5;3;3;5;3;5;4;5
3036;Subway;607;Smart, young, old, for all ages, modern, filling, satisfy, filling, caring, for singles, couples and groups, fun, calm, innovative, fresh.;3;4;4;2;3;4;1;4;4;3;4;4;4;3;4;3;4;4;4;3;5;4;4;4;3;3;4;1;4;4;2;4;3;4;1;3;4;4;1;3;3;4;4;3;5;3;4
3103;Sunkist;608;color orange. The soda is like a burst of bubbly sunshine that tickles your stomach and makes young and old alike laugh with the intense orange flavor and goodness. Loved this as a child and still enjoy an occasional can. Never have I felt bad when drinking this soda. You feel good after a can of this soda.;3;5;2;2;3;1;3;3;3;4;4;5;5;2;5;1;2;1;1;1;3;2;1;2;2;1;3;3;3;3;2;2;3;2;3;3;5;2;1;1;2;3;2;1;2;4;3
3160;Sunkist;608;I tried to find things that were orange flavored. Then find some tropical fruits and scenery. I also tried to find things related to grocery stores. Finally I did fireworks because it tastes like little fireworks going off in your mouth.;1;1;1;1;5;1;1;1;1;1;3;3;1;1;1;1;1;1;4;1;4;1;4;1;1;1;1;1;2;1;1;4;3;1;1;1;3;1;1;1;1;4;1;2;1;1;3
3238;Sunkist;608;Sunkist makes me think of activity, especially at the beach, as well as a connection with nature and light.;5;5;4;4;5;1;2;3;4;4;2;4;4;3;4;1;4;3;4;4;3;3;3;3;2;2;4;4;5;4;1;5;3;4;4;5;5;4;2;2;3;3;4;2;3;4;5
3313;Sunkist;608;It makes me think of the sun kissing everything below and having fun in the sun.;5;5;5;3;4;2;1;3;4;5;4;2;4;3;5;3;4;1;4;5;5;3;3;4;1;3;3;5;5;5;1;3;3;4;4;5;5;5;2;2;3;3;4;3;2;4;3
3478;Sunkist;608;It is bright and refreshing. It evokes wildness and summertime. It is sweet. It has a distinct orange color.;5;5;5;3;4;1;4;1;4;3;4;5;5;1;5;1;1;2;4;4;5;4;1;3;4;1;4;5;3;2;2;2;1;2;3;2;5;2;1;4;2;1;3;1;1;5;5
3479;Sunkist;608;The happiness that comes from drinking Sunkist. It feels like home, like freedom, just sweet.;4;5;5;4;4;1;1;4;4;5;1;4;5;4;4;4;4;4;5;4;2;1;2;1;3;1;4;4;4;4;1;4;3;4;2;4;4;5;1;1;4;4;1;3;1;4;1
3498;Sunkist;608;The feel of warmth mixed with enjoyment. The fresh fruit of the earth and great taste of nature. ;5;4;4;4;4;4;4;4;5;5;4;5;5;4;5;4;4;4;5;4;4;3;4;4;4;3;4;4;5;5;4;5;4;5;3;5;4;4;2;3;5;4;5;4;2;5;4
3501;Sunkist;608;Sunkist is fun in the sun for people of all ages.;4;5;5;4;4;2;4;4;4;4;3;4;5;1;5;1;4;4;3;3;3;5;4;5;4;1;3;4;4;5;3;4;3;4;1;4;4;5;1;3;3;4;4;1;1;1;4
3508;Sunkist;608;Its fun and great for summer ;3;4;3;1;2;1;2;3;4;4;1;2;3;1;4;1;4;1;1;3;2;1;1;1;1;1;2;3;4;2;1;2;2;1;4;4;3;2;1;1;3;2;1;1;3;3;3
3510;Sunkist;608;Sunkist is a brand that is all about being down to earth, and it reminds me of simple times on the farm. It's also a brand that has good family values to it, reminding me of people who are close to me. Lastly, if there was a season that I would describe Sunkist with, it's summer - the feeling of comforting warmth that greets every day.;4;3;4;3;2;1;4;2;3;4;2;3;5;1;4;2;3;5;2;5;2;3;3;1;3;2;3;4;4;4;2;3;3;3;4;2;3;2;1;2;1;3;3;2;3;4;4
3521;Sunkist;608;It is refreshing and energizing. It is happy and peppy. It shows fresh ingredients, energy things, bright colors to reflect its brightness, and smiling faces.;5;5;5;3;4;1;1;3;3;2;2;4;5;3;5;1;5;1;3;3;3;2;5;2;2;1;3;3;4;4;1;2;1;3;1;2;5;4;2;1;4;2;2;1;2;3;5
3523;Sunkist;608;When I think of Sunkist drink, I think of a nice hot summer day sitting by the pool with my shades on and enjoying a nice cold drink of Sunkist to cool me off. I picture myself on the beach watching my kids play in the ocean, laughing all the while. While this momma sitting on the nice warm sand enjoying a nice cold Sunkist.;4;5;5;2;5;1;5;4;4;5;4;5;5;4;5;5;4;4;5;5;4;5;5;5;3;1;5;5;5;5;3;1;4;5;1;4;5;5;1;3;5;5;5;5;1;4;5
3526;Sunkist;608;It's an extremely sweet drink, it reminds me of Summer, it tastes a lot like chemicals to me but it's refreshing, although drinking it makes me feel guilty because it's so unhealthy.;3;4;1;4;3;2;3;3;4;3;3;3;3;1;4;1;1;3;2;2;1;3;1;1;1;4;2;2;1;3;2;1;1;2;1;1;5;2;1;3;3;1;2;1;4;1;4
3527;Sunkist;608;Bright happy colors. Reminds me of playing as a kid during the summer. Nice weather and a cold drink.;1;5;3;2;2;4;2;2;4;3;2;4;3;2;4;1;3;3;3;2;3;1;2;2;2;1;2;2;3;3;1;3;3;3;2;3;4;3;1;1;2;2;2;1;4;3;1
3533;Sunkist;608;Because I think of growing fruit in orchards.  It also makes you think of liquids.  It also makes me think of the color orange.;2;4;1;1;1;1;1;1;2;3;2;1;1;1;3;1;2;2;2;2;1;1;1;1;1;1;1;3;3;3;3;1;1;2;3;1;2;1;1;1;1;1;2;1;1;4;1
3949;Swiffer;615;Frees up time to spend with family and activities such as reading, music and movies. We can onjoy nature and not track in dirt or have filthy feet indoors. Children can play on the floor without too much worry. Swiffer makes it so much easier, and quicker, to clean up pet hair. ;4;3;5;3;4;1;1;1;3;4;2;1;5;4;4;1;2;4;4;4;3;2;2;4;4;1;3;4;4;4;3;2;3;3;1;4;3;5;1;3;2;3;3;1;1;3;1
4074;Swiffer;615;Since Swiffer is a household cleaning tool, I looked for things that I thought represented homes - either inside or outside.;4;3;3;3;2;2;2;2;3;4;3;2;4;2;4;1;4;5;3;4;3;4;3;3;3;1;4;2;4;5;2;3;2;4;4;3;4;4;1;4;3;3;3;2;3;3;3
4078;Swiffer;615;My collage relates to Swiffer because when I use the product to clean my world seems to open up and things feel so serine and peaceful.;4;4;5;4;4;4;4;4;5;4;5;3;5;3;5;2;5;5;5;5;5;4;5;5;5;2;5;4;5;5;5;5;5;5;3;4;5;5;2;5;4;5;5;4;3;5;3
4120;Swiffer;615;Makes it shine like a professional;4;5;5;5;4;4;5;4;5;4;5;5;5;4;5;4;4;5;5;4;4;5;5;4;5;3;5;4;4;5;5;5;4;4;5;4;4;5;3;5;4;5;4;5;5;4;5
4234;Swiffer;615;It is hard working, home and family oriented, and modern.;1;1;4;4;1;1;1;3;4;2;1;1;5;1;3;1;2;5;4;3;1;2;1;1;3;1;4;1;3;4;1;3;1;3;1;1;1;4;1;1;1;3;3;1;2;3;1
4236;Swiffer;615;When I think of Swiffer, I think of smooth, shiny surfaces and fresh smells. The first picture represented a whole floor and then I added textures of things to the collage.;3;3;4;4;3;2;3;3;3;4;3;2;4;3;4;2;2;4;4;3;3;4;4;4;4;3;4;2;4;4;4;4;3;3;2;4;4;4;2;4;3;4;4;2;3;4;3
4285;Swiffer;615;Clean, shiny, saves time. Allows you to relax;4;4;5;5;4;2;2;4;4;3;3;2;5;3;4;3;4;5;5;5;4;4;5;2;2;2;4;1;2;5;4;4;3;4;2;4;3;4;3;3;4;5;5;2;3;3;3
4351;Swiffer;615;I'm allergic to dust so swiffer lets me read my books and gives me freedom to breath clearly.;2;2;1;4;1;4;1;2;2;1;1;1;3;3;2;1;1;3;2;1;1;1;4;1;1;3;3;1;1;3;1;1;1;2;1;3;1;2;2;1;1;2;4;1;4;1;2
4408;Swiffer;615;I think of Swiffer as being for a clean and healthy house for your family, and being very pure. The family and people pictures represent that, the healthy body and healthy snack represent that aspect of it. The neat and organized desk represents how Swiffer helps you keep your house and work spaces clean and the nature pictures represent how Swiffer can make your home pure and clean.;2;4;5;5;3;2;3;5;4;4;5;3;5;3;4;3;4;4;4;4;5;4;3;4;4;2;5;1;4;5;3;5;4;4;3;3;4;4;3;4;2;5;5;3;2;4;2
4424;Swiffer;615;"Free Time
Games
outside fun
recreation";3;4;4;3;3;4;3;4;4;3;3;3;4;3;3;4;3;5;4;5;4;4;4;3;4;3;3;3;5;4;5;4;3;4;2;4;4;4;3;5;4;4;3;3;3;3;4
4429;Swiffer;615;It is modern, home and family oriented;1;2;2;4;1;1;1;2;4;2;1;1;5;1;3;1;1;3;3;3;2;2;4;2;2;1;4;1;3;3;1;4;1;2;1;1;2;4;1;1;1;4;4;1;2;3;1
4534;Swiffer;615;cleanliness, kitchen, freshness and people alone in nice homes;2;3;2;1;3;3;2;2;2;2;2;2;2;5;2;3;4;4;4;3;3;2;4;3;4;2;3;1;3;4;1;2;2;3;2;2;4;3;2;2;3;4;3;3;1;2;3
4646;Swiffer;615;I tried to go with refreshing looking pictures, something that would convey a sense of cleanliness.;2;3;4;4;3;2;4;3;3;3;3;3;3;2;4;3;3;4;4;3;2;3;3;3;3;2;4;2;3;4;3;3;2;3;2;3;2;4;2;2;3;3;4;2;3;3;3
4659;Swiffer;615;Swiffer reminds me of nature, citrus, healthy lifestyle, wood, and the morning dew.;2;4;2;4;4;4;2;2;3;4;3;1;2;3;4;1;2;2;4;4;2;3;4;4;3;2;4;2;3;4;2;2;2;4;1;2;4;3;3;2;2;2;3;3;4;4;2
4678;Swiffer;615;When I think of Swiffer I think of a product that allows me to clean things fast. I think about how shiny it makes every surface that I clean which is why I choose the sun shining in the water and shining through the trees. I think about the smooth look it gives the wood floors I clean which is why I choose the image on the bottle left. I think about water and the refreshing feel of water when I use Swiffer as well. I think about spilt thing which is why I choose the paint and I also think about;4;4;5;3;4;2;3;4;5;5;5;3;5;3;5;1;3;5;5;5;5;5;5;5;5;3;5;2;5;5;2;5;3;5;3;5;5;5;5;5;2;4;5;3;4;5;3
4682;Swiffer;615;clean, fresh, relax, easy;3;4;5;3;3;2;2;3;3;5;4;3;4;4;4;3;3;5;4;5;4;5;4;4;3;2;5;2;5;5;2;3;3;5;4;5;3;4;3;3;3;5;4;2;1;4;2
4690;Swiffer;615;i think of shiny hardwood floors. i think of pleasant smells. it helps me feel fresh. i associate the color purple with swiffer.;4;2;5;3;3;1;2;4;4;4;4;3;4;5;2;3;3;2;3;3;2;3;2;3;3;5;3;4;4;4;3;5;2;4;4;4;3;4;3;3;2;3;3;1;3;5;3
28;Taco Bell;616;I used cheese and beef for their main ingredients, as well as the tortilla. I used a mall because thats where a lot are. I used the mexican and USA flag because its the USA version of Mexican food. I used dollars because of their dollar menu. Car because of the drive thru;1;2;1;1;1;4;1;1;1;3;1;2;2;1;3;1;2;1;1;1;1;1;2;1;1;1;2;1;1;3;1;1;1;2;1;1;1;2;1;1;3;1;3;1;5;1;3
34;Taco Bell;616;taco bell is fast food chain and collage is about hunger, restaurent, food factory, fast and kids favourite.;3;4;4;2;5;5;4;2;2;3;5;5;5;2;5;4;4;4;4;3;4;4;5;4;3;3;4;5;4;4;2;3;2;3;3;5;2;4;1;3;4;3;5;4;4;3;5
89;Taco Bell;616;Taco Bell Represents to me family closeness, good times, fun, yummy food, making memories.;4;5;4;5;3;1;2;2;4;4;3;4;5;2;5;1;5;5;5;5;4;5;3;4;5;2;4;2;4;5;2;5;4;4;4;4;4;4;1;2;4;4;4;2;5;4;4
184;Taco Bell;616;Taco bell reminds me of parties and having fun with friends in high school and college. It gets used a lot as a late night food spot when people are drunk or high. It has a fun-loving personality as a brand so I included party decorations and a parade.;3;5;4;3;4;2;5;5;5;5;5;4;1;1;4;1;2;2;1;4;4;5;3;1;3;3;5;2;4;3;1;2;1;3;2;2;5;3;1;1;3;5;3;1;2;1;5
220;Taco Bell;616;"it's ""fun"" and cute which i think taco bell tries to be? ";3;5;2;3;2;4;3;3;3;3;3;3;5;3;5;1;2;3;1;3;3;3;2;2;3;3;3;3;3;3;3;2;3;3;2;2;4;3;1;3;3;3;3;1;4;3;4
224;Taco Bell;616;cheap, late-night, young, partying, silly, college-aged;1;3;3;1;1;2;4;4;4;3;3;4;3;1;5;1;2;2;1;3;3;4;3;1;1;1;4;1;3;1;1;2;1;3;2;2;4;3;1;2;1;3;3;1;1;2;5
320;Taco Bell;616;I feel lucky having this be the closest Taco Bell to my house because it is also the friendliest Taco Bell ever! The staff is efficient and nice. So its tribute to them from my side.;3;5;5;4;5;5;5;5;5;5;4;5;5;2;5;3;5;5;5;5;5;5;5;5;4;3;5;3;5;5;3;5;5;4;3;5;5;5;3;3;5;5;5;4;5;5;5
439;Taco Bell;616;Fun time, get together, friends and family. Spicy and colorful food. Crunchy texture and unique flavor. Kids friendly choices.;2;4;2;3;1;3;5;2;4;4;4;3;5;2;5;1;4;4;3;3;5;3;2;2;2;4;4;4;3;3;3;2;2;3;4;1;3;3;1;4;3;4;3;1;4;3;5
484;Taco Bell;616;I think Taco Bell is for young people who are somewhat edgy and like to stay up late, but who are poor. I also think it is frequented by minorities, who tend to be poorer than whites. I think the girls who go there are bimbos who like to wear uncomfortable, trampy-looking heels, and that the boys who go there are rude and their pants are falling down. I don't think Taco Bell attracts educated people.;2;2;4;4;3;4;3;1;4;4;3;3;5;2;4;1;3;3;2;4;1;3;1;1;3;3;2;3;4;3;2;4;3;4;1;3;4;4;3;2;3;1;3;1;4;3;5
555;Taco Bell;616;The collage has bright, warm colors, suggestive of dining, relaxing, and many times of the day, as Taco Bell is open early and late.;1;3;2;3;1;3;2;2;2;3;3;1;3;3;3;1;1;3;2;3;4;2;3;2;3;3;2;2;3;4;1;2;1;3;2;2;2;4;1;1;2;2;3;1;2;2;3
559;Taco Bell;616;Mexican, fun, and wild. ;1;5;5;5;4;5;5;5;5;5;5;5;5;1;5;1;5;5;5;5;5;5;4;4;5;5;5;5;5;4;1;5;3;5;2;5;1;5;3;5;5;5;5;1;5;5;5
563;Taco Bell;616;I used the two flags because its mexican american food, I used the tv for commericlas, the road because we drive there, the dollar for the dollar menu.;3;3;3;2;3;4;1;2;3;3;2;2;3;1;3;1;3;2;2;3;2;3;2;3;2;3;2;3;3;3;2;2;3;3;2;3;3;3;3;3;3;2;3;1;3;3;4
685;Taco Bell;616;It represents for when I was a kid, I would be so excited to get Taco Bell. These are many different types of transportation to show how excited I was to get up and go.;3;4;3;3;4;5;3;2;2;4;3;2;3;2;5;3;3;5;4;4;3;2;3;4;5;4;4;2;3;3;3;3;2;2;2;3;5;5;2;2;3;2;5;3;4;4;2
690;Taco Bell;616;With Taco Bell, I think of being in a rush. I included photos of running because it represents the need to get food quickly and not wait around for it, which a lot of customers tend to think of when they go to Taco Bell. I also think of the colors aqua and purple. I'm not entirely sure why, but when I think of Taco Bell, my mind goes to those colors as sort of an escape. I included fire because I think of how spicy the food is and the fact that its usually quite hot. And then I also included a f;2;2;2;3;3;2;3;3;4;3;3;3;4;1;2;1;2;3;2;4;2;3;3;3;3;3;4;2;5;3;3;3;2;2;3;3;3;3;1;2;3;4;3;2;3;2;2
863;Tampax;617;When you don't have to worry about your period, you feel freedom. You can enjoy life, go swimming, feel sexy, and have fun. You can feel relaxed and worry-free, like a sleeping housecat. ;1;1;5;4;2;3;1;1;2;1;1;1;1;5;3;3;3;4;2;4;1;2;1;1;1;1;3;1;4;5;1;5;1;4;1;3;1;5;3;1;1;1;1;1;1;1;3
932;Tampax;617;this collage relates to peace of mind like Tampex product ;3;4;5;2;5;2;3;3;3;5;3;4;2;5;5;3;3;3;5;3;4;3;3;3;3;1;4;4;4;5;1;5;4;4;3;5;4;5;5;2;4;4;5;3;4;2;5
969;Tampax;617;It shows how tampax allows a woman to live her life and stay fresh;1;1;4;1;1;1;1;1;1;4;4;1;1;5;1;1;2;4;4;4;1;4;1;1;3;1;1;1;1;5;1;5;1;3;1;4;1;4;1;4;1;1;4;1;2;1;3
994;Tampax;617;Females are able to be active when using Tampax.;2;3;5;3;3;3;5;2;4;5;4;1;2;5;4;1;2;4;4;4;2;5;2;4;4;1;3;5;4;5;5;5;4;4;2;3;3;5;1;5;2;3;4;2;4;5;3
1046;Tampax;617;this collage represent carefree life of human;3;5;4;2;5;4;3;4;4;5;3;3;4;5;5;3;5;5;5;4;5;5;5;3;3;1;5;5;3;5;3;5;5;5;2;5;4;5;4;2;5;4;5;4;5;5;5
1099;Tampax;617;It shows feelings of comfort, security, and peace. Tampax provides comfort, security, and peace.;3;4;5;4;3;3;4;3;2;4;4;2;4;5;4;3;3;4;4;4;4;3;3;4;4;2;4;2;4;5;2;5;3;4;2;4;4;4;2;1;3;4;4;2;1;3;4
1185;Tampax;617;before menstration begins and after menopause is over, toxic shock warning, cramps, bullet preferable to cramps;2;2;2;4;2;4;1;2;2;3;2;1;2;5;1;1;1;3;1;2;3;4;3;2;1;1;3;2;2;2;2;2;3;3;4;3;1;1;1;2;2;2;1;1;1;3;3
1223;Tampax;617;Having a fun, free time with no worries.;2;3;4;2;2;1;2;2;4;3;3;1;2;5;3;3;1;3;5;3;2;2;3;3;3;1;3;1;4;4;2;3;2;2;1;3;3;3;1;3;2;1;3;3;1;4;4
1275;Tampax;617;reliable, sturdy, feminine;3;2;5;4;3;4;3;3;3;3;3;3;3;5;3;2;2;5;5;5;3;3;3;2;5;1;5;3;4;5;3;5;3;4;3;3;3;5;4;4;3;3;4;3;4;4;3
1288;Tampax;617;It represents freshness, clean, and feminine.;1;1;2;2;1;1;1;1;3;2;1;1;1;5;2;1;1;2;3;2;1;2;1;2;2;1;3;1;2;3;1;3;1;1;1;1;1;3;1;1;1;1;2;1;1;2;1
1433;Tampax;617;describe how well to tampax in bacrond picher in wharld in good life in bakrond;4;4;4;5;4;5;3;3;5;2;4;2;2;5;4;4;2;4;4;3;4;2;3;4;3;3;3;3;3;3;4;2;4;4;4;3;4;3;2;3;3;5;2;5;2;3;3
1480;Tampax;617;freedom, ease, and no worries;3;4;5;5;2;4;3;3;2;5;3;3;2;5;5;4;3;5;5;5;2;5;4;5;4;1;2;5;5;5;1;5;3;5;2;5;5;5;3;4;3;1;5;3;3;4;5
1530;Tampax;617;I think about happy, active women who enjoy being able to do whatever they want to during their cycles without issues. I tried to portray that. ;3;4;5;3;3;2;5;2;4;5;3;3;2;5;4;1;3;5;4;3;2;5;4;5;2;1;3;4;5;5;1;5;3;5;4;5;4;5;2;4;1;3;3;1;1;3;3
2359;Tampax;617;for beauty queens;4;3;3;2;3;4;4;3;3;3;4;2;4;4;3;3;2;3;3;3;4;2;3;4;3;3;3;3;4;3;4;3;4;2;4;4;4;4;3;4;3;4;4;3;4;2;3
1588;Target;618;color, spending money, joy, brightness;3;5;5;5;4;5;2;1;3;5;3;3;5;5;4;1;5;4;3;4;3;4;2;5;4;1;3;1;5;5;1;5;3;3;2;4;4;5;1;1;4;2;4;1;5;5;5
1605;Target;618;I tried to look for pictures that showed target's versatility (how they sell products across a wide variety of categories) and their family-friendlyness.;4;4;5;5;4;5;2;1;2;5;2;2;5;3;4;1;2;5;3;4;3;3;2;3;3;2;3;1;5;5;1;4;2;4;1;2;4;5;2;2;2;3;4;1;5;5;3
1680;Target;618;red, shopping, clothes, decor, accessories, and that Target popcorn smell that everyone knows and loves;5;5;5;5;5;4;3;5;5;5;5;4;5;3;5;2;5;3;4;5;5;5;4;4;4;3;5;2;5;5;1;4;4;5;3;4;5;5;2;1;5;4;5;2;5;5;4
1714;Target;618;I looked for pictures of people engaged in fun activities and things that likely wouldn't cost a lot of money.  Mostly outdoors-type stuff. ;4;4;5;4;4;2;3;3;3;3;5;4;5;3;5;1;4;4;3;3;4;4;4;4;4;1;3;2;3;5;2;5;2;3;2;3;3;5;2;3;3;3;4;2;2;3;3
1780;Target;618;Makes me happy, fun, enjoying, helpful, beautiful, saves money, fresh, keeps me busy, great, wonderful, new, sparkling;5;5;5;4;5;2;3;5;4;3;5;5;5;4;5;3;5;5;5;5;3;5;5;5;4;1;5;3;5;4;1;5;3;4;2;4;3;5;1;2;3;5;4;2;1;4;1
1839;Target;618;Target makes me think of contemporary & modern things like coffee, sleek buildings and bold colors. I included a child because it's a family brand, but I mostly focused on the contemporary/modern vibes the brand gives off.;4;5;5;5;5;5;4;5;5;2;5;2;5;2;3;2;5;4;4;3;3;4;5;4;5;3;3;1;3;4;1;3;2;3;2;4;3;5;2;2;5;4;5;5;3;4;5
1869;Target;618;Red is an obvious choice for Target as a motif. I wanted to balance consumer goods with some things that look sleek, modern, and elegant - all a way to promote Target as a place to purchase consumer goods, but to think about not sacrificing style and image when shopping for those goods.;2;4;4;4;2;5;2;2;2;2;4;2;5;3;5;2;4;3;2;4;4;2;2;4;3;1;2;1;3;5;2;4;1;5;2;2;3;4;3;2;2;2;4;1;1;4;2
1924;Target;618;classy, leader, family friendly, smart, fashionable;5;5;5;5;5;4;5;4;4;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;2;4;1;5;5;1;5;3;5;1;5;5;5;3;1;5;4;5;5;1;5;5
1963;Target;618;"All American
All ages
All cities
All Countries
Adaptable
Fresh
Current
Young and Old
All ages
All places";3;5;5;3;4;5;3;3;5;3;3;4;5;3;5;2;5;5;5;5;4;4;4;5;5;3;5;4;5;5;5;5;3;5;4;4;4;5;4;4;4;4;4;3;3;5;3
2057;Target;618;Target is a modern discount store that seems like a more high-end version of Walmart.;4;3;2;5;3;5;3;4;4;4;5;4;2;5;4;2;5;3;4;4;2;3;4;4;4;5;4;1;4;5;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4
2138;Target;618;fashionable, friendly, family, modern, variety;3;3;4;4;4;2;2;2;3;4;3;3;5;3;4;3;4;4;3;4;3;3;3;3;4;2;3;3;4;4;2;3;2;4;4;3;3;5;1;3;4;3;4;2;2;3;4
2200;Target;618;My collage relates to Target because it shows things that are fun and exciting, like things you'd find at an amusement park, people doing fun things like posing with an umbrella, or dancing at a laser show, etc. This is because I find Target to be an entertaining and fun place, since they have so many items to look for, and since they often have a few things inside like a coffee shop or restaurant. It's like somewhat of an entertainment center. I also feel that you see a lot of colorful things i;3;4;4;5;4;3;4;4;4;4;4;5;4;3;4;3;4;4;4;5;4;4;5;5;4;3;5;3;5;4;3;4;3;4;3;4;3;5;3;4;4;4;5;2;3;4;4
2244;Target;618;profiteering, fake, many products;1;1;1;3;1;5;1;1;1;1;1;1;1;4;1;4;2;1;3;1;1;5;1;4;1;1;1;1;3;1;1;3;1;1;1;1;1;2;1;1;1;1;3;3;1;1;2
2294;Target;618;I have outdoor and scenes that reflect my use of Target for instance I get some gear for outdoor activities there so hence the open road, a field with an old bike, an ocean setting and seascape, etc. Also I stuck in a foot and a muscle ache, because I get pain relief items there, and shoes.;4;4;4;5;4;3;4;3;4;2;4;3;3;2;3;2;4;4;4;5;3;4;4;5;4;3;4;2;5;4;1;4;1;4;2;4;4;3;3;3;3;2;5;3;2;4;4
2414;Texas Roadhouse;620;Rustic, fun, family-friendly!;5;5;5;2;4;2;4;4;5;4;4;4;5;2;5;2;4;5;5;4;4;5;3;4;5;4;5;5;5;5;5;4;3;4;3;4;5;5;2;5;3;5;5;5;5;3;4
2418;Texas Roadhouse;620;The cows are for the steaks and burgers the wood is for their decor. The families are the families that visit and share memories the star is for the lone star state and the backyard is for the way the employees make you feel ;5;5;5;2;3;4;3;3;5;5;5;3;5;1;5;1;5;5;4;5;2;5;4;3;4;4;5;5;5;5;5;5;3;5;1;5;5;5;1;5;3;4;3;1;5;5;5
2496;Texas Roadhouse;620;A restaurant that not only represents good food but also a true american;4;5;5;4;5;4;5;3;4;3;5;5;3;5;4;5;5;5;4;3;5;5;5;4;5;5;5;5;4;4;5;4;4;5;4;4;5;4;5;5;5;5;5;5;5;5;4
2536;Texas Roadhouse;620;meat and beer;2;5;5;5;4;1;4;4;5;5;4;4;4;1;4;3;4;5;4;5;4;5;3;4;5;3;4;4;4;4;3;4;3;4;4;4;4;4;2;5;2;4;5;2;5;5;2
2540;Texas Roadhouse;620;Texas Roadhouse makes me think about being outdoors on a ranch or in Big Sky Country. It makes me feel free and rugged.;1;2;4;1;1;1;2;2;2;5;1;2;2;1;3;1;1;5;2;3;1;4;1;1;1;5;2;5;4;3;5;2;1;3;3;1;2;2;1;5;1;1;1;1;5;2;1
2616;Texas Roadhouse;620;"City to Country
USA
Fresh
Wholesome
Road Trip";3;4;4;3;3;2;3;4;4;5;3;4;5;3;4;3;3;4;4;5;3;4;3;3;4;3;4;3;5;5;3;4;3;4;4;3;4;5;3;3;3;4;3;3;4;5;3
2698;Texas Roadhouse;620;fresh, western, rustic, wholesome, busy;5;4;5;5;5;1;5;5;5;5;4;5;3;1;5;1;4;5;5;5;3;5;5;5;3;5;5;5;5;5;5;4;3;5;2;5;5;5;4;5;5;5;4;3;5;5;4
2794;Texas Roadhouse;620;tasty and healthy;4;4;5;5;5;5;5;5;5;5;5;5;5;3;5;4;4;4;5;5;5;5;5;3;4;5;5;4;4;4;4;4;4;4;3;5;5;4;4;4;5;4;4;3;4;3;4
2805;Texas Roadhouse;620;The bbq food and peanuts because thats what they're known for, the family because its a family place, the old couple because lots of old people eat there, the light because its dark there, but have lights above the tables, the map because its a usa chain, the fat because their food is fattening, the cup because it makes me happy to eat there;3;3;3;3;3;4;2;3;2;3;3;3;4;1;4;1;3;3;4;3;3;3;3;3;3;4;3;1;4;3;2;3;3;3;2;3;3;3;3;2;3;3;3;1;4;3;2
2926;Texas Roadhouse;620;these are fresh and has quality like Texas Roadhouse;4;2;3;4;2;3;4;4;4;4;2;3;2;4;3;3;4;2;4;2;2;3;4;3;3;2;3;2;2;4;4;2;2;2;2;3;2;4;3;3;4;2;4;4;4;2;3
3004;Texas Roadhouse;620;grilling food;5;4;5;5;4;2;5;3;5;5;4;5;4;2;5;3;4;4;5;5;5;4;5;4;4;4;4;5;4;4;2;4;4;5;3;5;4;5;3;4;4;4;5;2;4;4;2
